Sample,Time,Decoder,Ann Row,Ann Class,Value,
35619,712.380 ms,Timing,Times,Terse,3ms,
35762,715.240 ms,Timing,Times,Terse,1ms,
35820,716.400 ms,Timing,Times,Terse,1ms,
35877,717.540 ms,Timing,Times,Terse,1ms,
35936,718.720 ms,Timing,Times,Terse,57ms,
38801,776.020 ms,Timing,Times,Terse,3ms,
38929,778.580 ms,Timing,Times,Terse,3ms,
39057,781.140 ms,Timing,Times,Terse,1ms,
39116,782.320 ms,Timing,Times,Terse,3ms,
39259,785.180 ms,Timing,Times,Terse,1ms,
39318,786.360 ms,Timing,Times,Terse,1ms,
39374,787.480 ms,Timing,Times,Terse,1ms,
39433,788.660 ms,Timing,Times,Terse,1ms,
39489,789.780 ms,Timing,Times,Terse,1ms,
39548,790.960 ms,Timing,Times,Terse,3ms,
39691,793.820 ms,Timing,Times,Terse,1ms,
39750,795.000 ms,Timing,Times,Terse,3ms,
39893,797.860 ms,Timing,Times,Terse,1ms,
39951,799.020 ms,Timing,Times,Terse,1ms,
40008,800.160 ms,Timing,Times,Terse,1ms,
40067,801.340 ms,Timing,Times,Terse,1ms,
40123,802.460 ms,Timing,Times,Terse,1ms,
40182,803.640 ms,Timing,Times,Terse,1ms,
40238,804.760 ms,Timing,Times,Terse,1ms,
40297,805.940 ms,Timing,Times,Terse,1ms,
40354,807.080 ms,Timing,Times,Terse,1ms,
40412,808.240 ms,Timing,Times,Terse,1ms,
40469,809.380 ms,Timing,Times,Terse,1ms,
40528,810.560 ms,Timing,Times,Terse,1ms,
40584,811.680 ms,Timing,Times,Terse,1ms,
40643,812.860 ms,Timing,Times,Terse,3ms,
40786,815.720 ms,Timing,Times,Terse,1ms,
40845,816.900 ms,Timing,Times,Terse,1ms,
40901,818.020 ms,Timing,Times,Terse,1ms,
40960,819.200 ms,Timing,Times,Terse,3ms,
41103,822.060 ms,Timing,Times,Terse,1ms,
41162,823.240 ms,Timing,Times,Terse,3ms,
41304,826.080 ms,Timing,Times,Terse,1ms,
41363,827.260 ms,Timing,Times,Terse,1ms,
